caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
4616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Hidi Nagee,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4617, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,bote,Cattle,7-12 Months,Local,Male,Cowdriosis,-1
4618, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Bote,Goats,7-12 Months,Local,Male,Pox,-1
4619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4620, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4621, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Calte",Cattle,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
4622, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4628, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4629, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4631, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4633, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4634, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4635, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4637, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4638, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4639, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4641, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4643, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4644, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4646, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4647, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,Kuno",Sheep,Older than 2 Years,Local,Male,Pox,-1
4649, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,13-24 Months,Local,Male,Babesiosis,-1
4650, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4651, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"jimma,Dedo,kuno kebele",Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
4652,Present,Absent,Present,Absent, ,Present,Absent,Absent, , ,Present,Present, ,Absent, ,Absent, ,Present,Absent,Present,Absent,Absent,Absent, ,Absent, , , , , , , , ,Oromia,C/bagge ,Donkey,Older than 2 Years,Local,Male,GI parasites,-1
4653, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Mechi kebele,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,-1
4654, ,Present,Present,Present,Absent, ,Absent, ,Present,Present, , ,Absent,Present, , ,Present,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Somali,Tuli Guled,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
4655, ,Present,Present,Present,Absent, ,Absent, ,Present,Present, , ,Absent,Present, , ,Present,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Somali,Tuli Guled,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
4656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Somali,Tuli Guled,Cattle,7-12 Months,Local,Male,Cowdriosis,-1
4657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"jimma,Dedo,kuno kebele",Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4658, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"jimma,Dedo,kuno kebele",Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
4659, ,Unknown,Unknown,Present,Unknown, ,Present, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Unknown, ,Unknown, ,Present, , , , , , , ,Oromia,maaxoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4660, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4661, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4662, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,13-24 Months,Local,Male,Colibacillosis,-1
4663, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4664, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Kitimbillee,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4665, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Kitimbillee,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoi,Sheep,13-24 Months,Local,Female,PPR,-1
4667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Cattle,7-12 Months,Local,Female,zz_Other,105
4669, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Sheep,7-12 Months,Local,Male,zz_Other,76
4670, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Cattle,Older than 2 Years,Local,Female,zz_Other,28
4671, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,karraa,Cattle,7-12 Months,Local,Male,Anthrax,-1
4672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,y/ceeka(oomuu),Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4673, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,incinni,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Gassa,Cattle,13-24 Months,Local,Female,Lungworm /Verminous pneumonia,-1
4675, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,y/ceeka,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
4676, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,k/talkoo,Cattle,Older than 2 Years,Local,Female,CBPP,-1
4677, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,k/talko,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,-1
4678, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,y/ceeka(karaba),Cattle,Older than 2 Years,Local,Female,Anthrax,-1
4679, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Y/Ceekaa,Goats,Older than 2 Years,Local,Female,zz_Other,31
4680,Absent,Absent,Absent,Present, ,Present,Absent,Absent, , ,Absent,Absent, ,Unknown, ,Absent, ,Present,Absent,Absent,Present,Present,Present, ,Absent, , , , , , , , ,Oromia,Sheger,Donkey,Older than 2 Years,Local,Male,zz_Other,34
4681, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4682, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Goats,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4683, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Goats,Older than 2 Years,Local,Male,Pox,-1
4684, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Horse/Mule,Older than 2 Years,Local,Male,Resp_lower_bact,-1
4685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,A/sombo,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4686, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,A/somboo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4687, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,A/gibee,Donkey,13-24 Months,Local,Male,zz_Other,31
4688, ,Absent,Present,Present,Present, ,Present, ,Absent,Present, , ,Absent,Present, , ,Present,Present, ,Absent, ,Present, ,Present, ,Present, , , , , , , ,Oromia,leman,Cattle,7-12 Months,Local,Female,FMD (Foot & Mouth Disease),-1
4689, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,"Jimma, Dedoo,kuno",Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4690, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Cattle,Older than 2 Years,Local,Female,Babesiosis,-1
4691, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,"Jimma,Dedoo,calte",Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4692, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Goats,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4693, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Donkey,13-24 Months,Local,Male,GI parasites,91
4694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Donkey,13-24 Months,Local,Male,GI parasites,91
4695, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Sheep,13-24 Months,Local,Female,zz_Other,2
4696, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Sheger/dedo,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4697, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,katta qadida,Donkey,Older than 2 Years,Local,Male,zz_Other,34
4698, ,Present,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Oromia,"Jimma,Dedoo,kuno",Sheep,Older than 2 Years,Local,Female,Pox,-1
4699, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,walancity,Goats,7-12 Months,Local,Male,PPR,-1
4700, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Cattle,Older than 2 Years,Local,Male,zz_Other,62
4701, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Goats,Older than 2 Years,Local,Female,zz_Other,31
4702, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Gim,Sheep,13-24 Months,Local,Male,PPR,-1
4703, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Gim,Sheep,13-24 Months,Local,Male,PPR,-1
4704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olancity,Horse/Mule,Older than 2 Years,Local,Male,GI parasites,-1
4705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,bishoftu,Sheep,7-12 Months,Local,Male,Fasciolosis,-1
4706, ,Present,Present,Present,Unknown, ,Unknown, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Present, ,Present, ,Present, , , , , , , ,Oromia,Sokoru,Cattle,13-24 Months,Local,Female,Colibacillosis,-1
4707, ,Unknown,Unknown,Present,Unknown, ,Unknown, ,Unknown,Present, , ,Unknown,Unknown, , ,Unknown,Present, ,Present, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,kurkura 1/ Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4708, ,Unknown,Unknown,Present,Unknown, ,Unknown, ,Unknown,Present, , ,Unknown,Unknown, , ,Unknown,Present, ,Present, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,kurkura 1/ Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4709, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,bishoftu,Cattle,13-24 Months,Local,Female,Fasciolosis,-1
4710, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,leman,Sheep,13-24 Months,Local,Female,PPR,-1
4711, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,leman,Sheep,13-24 Months,Local,Female,PPR,-1
4712, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4713, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4715, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4716, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,qulaxaa,Cattle,Older than 2 Years,Local,Female,GI parasites,-1
4717, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,qulaxa,Goats,Older than 2 Years,Local,Female,Brucellosis,-1
4718, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4719, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4721, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4722, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4723, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4724, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokorruu,Cattle,Older than 2 Years,Local,Male,Babesiosis,-1
4725, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
4726, ,Absent,Present,Present,Present, ,Absent, ,Present,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Present, ,Absent, , , , , , , ,Oromia,sokkoruu,Cattle,Older than 2 Years,Local,Male,Cowdriosis,-1
4727, ,Unknown,Unknown,Present,Unknown, ,Unknown, ,Unknown,Present, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Present, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/ Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4729, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4730, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Batu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4731, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi2/Bishoftu,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
4732, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welicit,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4733, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,-1
4734, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,-1
4735, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olancity,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4736, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Wolenchiti,Cattle,Older than 2 Years,Local,Male,zz_Other,62
4737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4738, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Olancity,Goats,7-12 Months,Local,Female,zz_Other,30
4739, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Limmu Gannat,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,adama,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,yatu/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,-1
4745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Sheep,13-24 Months,Local,Female,Pasteurellosis_pneumonic,-1
4746, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Goats,7-12 Months,Local,Male,Contagious ecthyma /Orf/,-1
4747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4748, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4749, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4750, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4751, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4754, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi 1/Bishoftu,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4755, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olancity,Goats,Older than 2 Years,Local,Male,zz_Other,31
4756, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olancity,Sheep,Older than 2 Years,Local,Male,zz_Other,31
4757, ,Present,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Present, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,adama,Sheep,Older than 2 Years,Local,Female,Pox,-1
4758, ,Present,Unknown,Present,Unknown,Present,Unknown, , ,Present, , ,Unknown,Present, , ,Absent,Present, ,Present, ,Present, ,Unknown, ,Unknown,Present,Present, , ,Present, , ,Oromia,welenchity,Goats,7-12 Months,Local,Female,PPR,-1
4759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Goats,7-12 Months,Local,Female,PPR,-1
4760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,13-24 Months,Local,Female,Colibacillosis,-1
4761, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Male,Babesiosis,-1
4763, ,Unknown,Unknown,Present,Unknown, ,Unknown, ,Unknown,Present, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Present, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,01/Bishoftu,Cattle,Older than 2 Years,Cross,Male,FMD (Foot & Mouth Disease),-1
4764, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Amhara,Bati,Sheep,7-12 Months,Local,Female,PPR,-1
4765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi2/ Bishoftu,Sheep,Older than 2 Years,Local,Female,Fasciolosis,-1
4766, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4767, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,01/Bishoftu,Cattle,Older than 2 Years,Cross,Male,FMD (Foot & Mouth Disease),-1
4768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi2/Bishoftu,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,-1
4769, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
