caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
4770, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokorruu,Cattle,13-24 Months,Local,Male,Babesiosis,-1
4771, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokorruu,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
4772, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Donkey,Older than 2 Years,Local,Female,zz_Other,34
4773, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4774, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4775, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Goats,Older than 2 Years,Local,Female,CCPP,-1
4776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Male,Cowdriosis,-1
4777, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4779, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,-1
4780, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,-1
4781, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,zz_Other,66
4782, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,01/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4783, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4784, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,kurkura1/Bishoftu,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4785, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,Older than 2 Years,Local,Female,Pox,-1
4786, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,GI parasites,-1
4787, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,Older than 2 Years,Local,Female,Pox,-1
4788, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,Older than 2 Years,Local,Female,Pox,-1
4789, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,Older than 2 Years,Local,Female,Pox,-1
4790, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,GI parasites,-1
4791, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,13-24 Months,Local,Female,zz_Other,5
4793, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,zz_Other,51
4794, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoi,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4795, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/ baltoo,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4796, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,zz_Other,31
4797, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4798, ,Absent,Unknown,Present,Unknown, ,Absent, ,Unknown,Present, , ,Absent,Absent, , ,Present,Present, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,-1
4799, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,zz_Other,31
4800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Sheep,Older than 2 Years,Local,Female,Trichostrongylosis,-1
4801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo ,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4802, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4803, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Kitimbillee,Sheep,7-12 Months,Local,Male,Pasteurellosis_pneumonic,-1
4804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sarboo,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,-1
4805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Goats,13-24 Months,Local,Female,Mastitis,-1
4806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,13-24 Months,Local,Female,CBPP,-1
4807, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia, X/baltoo,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4809, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4810, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,bggee,Cattle,7-12 Months,Local,Female,Trypanosomosis,-1
4811, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4813, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4814, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4815, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4817, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4819, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4820, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4821, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4822, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4823, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
4824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4825, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4826, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,zz_Other,31
4827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Goats,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
4828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,jimma,Cattle,Older than 2 Years,Local,Female,Babesiosis,-1
4829, ,Present,Unknown,Present,Absent, ,Absent, ,Present,Present, , ,Unknown,Unknown, , ,Unknown,Present, ,Present, ,Present, ,Present, ,Absent, , , , , , , ,Oromia,Adama,Cattle,7-12 Months,Local,Male,Babesiosis,-1
4830, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,01/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4831, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,zz_Other,51
4832, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4833, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4834, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Dembi1/Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4835, ,Present,Absent,Present,Absent,Present,Unknown, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Oromia,olanchit ,Sheep,13-24 Months,Local,Female,Pasteurellosis_pneumonic,-1
4836, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,olanchit ,Sheep,13-24 Months,Local,Female,Pasteurellosis_pneumonic,-1
4837, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4838, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,7-12 Months,Local,Male,Blackleg /Black quarter,-1
4839, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,baggee,Cattle,Older than 2 Years,Local,Female,zz_Other,31
4840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Bage,Cattle,Older than 2 Years,Local,Male,Babesiosis,-1
4841, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,jamma,Cattle,0-6 Months,Exotic,Male,zz_Other,31
4842, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,jamma,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
4843, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,cooraa,Cattle,13-24 Months,Local,Male,FMD (Foot & Mouth Disease),-1
4844, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Horse/Mule,Older than 2 Years,Local,Male,zz_Other,90
4845, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Cattle,Older than 2 Years,Local,Female,zz_Other,62
4846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Cattle,Older than 2 Years,Local,Male,zz_Other,62
4847, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,welenchity,Cattle,Older than 2 Years,Local,Female,zz_Other,49
4848, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Bage,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4849, ,Present,Present,Present,Present, ,Present, ,Present,Absent, , ,Present,Present, , ,Absent,Present, ,Absent, ,Unknown, ,Present, ,Present, , , , , , , ,Oromia,bagge 01,Cattle,Older than 2 Years,Local,Female,Babesiosis,-1
4850, ,Absent,Present,Present,Present, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Present, ,Absent, , , , , , , ,Oromia,Bagge 01,Cattle,0-6 Months,Local,Male,Cowdriosis,-1
4851, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Camel,13-24 Months,Local,Female,Trypanosomosis,-1
4852, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Camel,13-24 Months,Local,Female,Trypanosomosis,-1
4853, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Goats,Older than 2 Years,Local,Female,CCPP,-1
4854, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Camel,13-24 Months,Local,Female,Trypanosomosis,-1
4855, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Camel,13-24 Months,Local,Female,Trypanosomosis,-1
4856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Camel,13-24 Months,Local,Female,Trypanosomosis,-1
4857, ,Absent,Present,Present,Present, ,Unknown, ,Present,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Present, ,Present, , , , , , , ,Oromia,Bagge,Cattle,Older than 2 Years,Exotic,Male,Cowdriosis,-1
4858, ,Absent,Present,Present,Present, ,Unknown, ,Present,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Present, ,Present, , , , , , , ,Oromia,Bagge,Cattle,Older than 2 Years,Exotic,Male,Cowdriosis,-1
4859, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Limmu Gannat,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4860, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Bage,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4861, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,zz_Other,54
4862, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,zz_Other,54
4863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,13-24 Months,Local,Female,Blackleg /Black quarter,-1
4865, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,13-24 Months,Local,Male,Fasciolosis,-1
4866, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/bsltoo,Cattle,13-24 Months,Local,Male,Anthrax,-1
4867, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
4868, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,13-24 Months,Local,Female,LSD (Lumpy Skin Disease/,-1
4869, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,zz_Other,90
4870, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Donkey,Older than 2 Years,Local,Male,Ascaris_foals,-1
4872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4873, ,Present,Present,Present,Present,Present,Unknown, , ,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Unknown, ,Unknown, ,Unknown,Unknown,Unknown, , ,Unknown, , ,Oromia,c/bagge,Goats,7-12 Months,Local,Female,zz_Other,31
4874, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Horse/Mule,Older than 2 Years,Local,Male,zz_Other,10
4875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4876, ,Present,Present,Absent,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Present, ,Absent, , , , , , , ,Oromia,olanchit ,Cattle,Older than 2 Years,Local,Male,Babesiosis,-1
4877, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,7-12 Months,Local,Female,Colibacillosis,-1
4878, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,mata arba,Donkey,Older than 2 Years,Local,Male,zz_Other,39
4879, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,-1
4880, ,Absent,Present,Present,Present, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,C/bagge,Cattle,Older than 2 Years,Local,Female,FMD (Foot & Mouth Disease),-1
4881, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee/Alem-tena,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4882, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee/Alem-tena,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4883, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee/Alem-tena,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4884, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4886,Unknown,Unknown,Unknown,Present, ,Present,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Unknown, ,Present,Unknown,Unknown,Unknown,Present,Unknown, ,Unknown, , , , , , , , ,Oromia,Botee,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,-1
4887,Unknown,Unknown,Unknown,Present, ,Present,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Unknown, ,Present,Unknown,Unknown,Unknown,Present,Unknown, ,Unknown, , , , , , , , ,Oromia,Botee,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,-1
4888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee,Horse/Mule,Older than 2 Years,Local,Male,African horse sickness,-1
4889, ,Unknown,Unknown,Unknown,Unknown, ,Unknown, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4890, ,Unknown,Unknown,Unknown,Unknown, ,Unknown, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4892, ,Unknown,Unknown,Unknown,Unknown, ,Unknown, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Unknown, ,Unknown, ,Unknown, , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,zz_Other,31
4893, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4894, ,Unknown,Unknown,Unknown,Unknown, ,Unknown, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Doodoo,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4895, ,Unknown,Unknown,Present,Unknown, ,Unknown, ,Unknown,Unknown, , ,Unknown,Unknown, , ,Unknown,Unknown, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Botee,Cattle,Older than 2 Years,Exotic,Female,zz_Other,28
4896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Doodoo,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4897, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,T/balto,Cattle,Older than 2 Years,Local,Male,Tuberculosis,-1
4898, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,T/balto,Donkey,Older than 2 Years,Local,Female,zz_Other,31
4899, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,T/balto,Donkey,Older than 2 Years,Local,Female,zz_Other,31
4900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,T/balto,Donkey,Older than 2 Years,Local,Female,zz_Other,31
4901, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,Older than 2 Years,Local,Male,zz_Other,72
4902, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,Older than 2 Years,Local,Male,zz_Other,72
4903, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,Older than 2 Years,Local,Male,zz_Other,72
4904, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,borbor ,Cattle,13-24 Months,Local,Female,Cowdriosis,-1
4905, ,Unknown,Unknown,Unknown,Present, ,Unknown, ,Unknown,Present, , ,Unknown,Present, , ,Unknown,Present, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Bedele Bedee,Cattle,7-12 Months,Local,Female,Trypanosomosis,-1
4906, ,Unknown,Unknown,Unknown,Present, ,Unknown, ,Unknown,Present, , ,Unknown,Present, , ,Unknown,Present, ,Unknown, ,Present, ,Unknown, ,Unknown, , , , , , , ,Oromia,Bedele Bedee,Cattle,7-12 Months,Local,Female,Trypanosomosis,-1
